borough_name,district_name,post_id,post_name,party_group_name,candidate_name,votes
Mercier–Hochelaga-Maisonneuve,Hochelaga,"7,30",Conseil de Ville,Coderre,BEAUPRÉ Jean-François,2922
Mercier–Hochelaga-Maisonneuve,Hochelaga,"7,30",Conseil de Ville,Projet,CALDWELL Éric Alan,7326
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,29
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,21
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,9
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,18
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,28
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,94
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4985
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,4747
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"7,00",Mairie d'arrondissement,Coderre,MÉNARD Réal,5301
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"7,00",Mairie d'arrondissement,Projet,LESSARD-BLAIS Pierre,4549
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"7,40",Conseil de Ville,Coalition,NEVES Joao,252
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"7,40",Conseil de Ville,Coderre,BOIVIN ROY Karine,5180
Mercier–Hochelaga-Maisonneuve,Louis-Riel,"7,40",Conseil de Ville,Projet,MEZA Isi,4386
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,26
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,26
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,8
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,20
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,31
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,69
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4418
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6611
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"7,00",Mairie d'arrondissement,Coderre,MÉNARD Réal,4774
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"7,00",Mairie d'arrondissement,Projet,LESSARD-BLAIS Pierre,6353
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"7,20",Conseil de Ville,Coderre,CHARTRAND Simon-Robert,4006
Mercier–Hochelaga-Maisonneuve,Maisonneuve—Longue-Pointe,"7,20",Conseil de Ville,Projet,LAVIGNE LALONDE Laurence,7077
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,25
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,18
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,16
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,24
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,49
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,91
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5434
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6437
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"7,00",Mairie d'arrondissement,Coderre,MÉNARD Réal,5810
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"7,00",Mairie d'arrondissement,Projet,LESSARD-BLAIS Pierre,6140
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"7,10",Conseil de Ville,Coderre,CELZI Richard,4984
Mercier–Hochelaga-Maisonneuve,Tétreaultville,"7,10",Conseil de Ville,Projet,MIRON Suzie,6937
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,31
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,32
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,11
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,31
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,33
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,97
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5849
Montréal-Nord,Marie-Clarac,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3749
Montréal-Nord,Marie-Clarac,"8,00",Mairie d'arrondissement,Coderre,BLACK Christine,6399
Montréal-Nord,Marie-Clarac,"8,00",Mairie d'arrondissement,Projet,HOLNESS Balarama,3345
Montréal-Nord,Marie-Clarac,"8,10",Conseil de Ville,Autre,MICHEL Marie-Carmel,712
Montréal-Nord,Marie-Clarac,"8,10",Conseil de Ville,Coderre,SARI Abdelhaq,4881
Montréal-Nord,Marie-Clarac,"8,10",Conseil de Ville,Projet,LÉONARD Mathieu,4015
Montréal-Nord,Marie-Clarac,"8,11",Conseil d'arrondissement,Autre,BERNIER Henri-Paul,337
Montréal-Nord,Marie-Clarac,"8,11",Conseil d'arrondissement,Autre,BISSONNETTE Elaine,571
Montréal-Nord,Marie-Clarac,"8,11",Conseil d'arrondissement,Coderre,POIRIER Jean Marc,5180
Montréal-Nord,Marie-Clarac,"8,11",Conseil d'arrondissement,Projet,MARCELIN Anastasia,3551
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,24
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,38
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,5
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,15
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,12
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,70
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5148
Montréal-Nord,Ovide-Clermont,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,2934
Montréal-Nord,Ovide-Clermont,"8,00",Mairie d'arrondissement,Coderre,BLACK Christine,5465
Montréal-Nord,Ovide-Clermont,"8,00",Mairie d'arrondissement,Projet,HOLNESS Balarama,2691
Montréal-Nord,Ovide-Clermont,"8,20",Conseil de Ville,Coderre,CODERRE Denis,5409
Montréal-Nord,Ovide-Clermont,"8,20",Conseil de Ville,Projet,MERAZIL Sacha-Wilky,2853
Montréal-Nord,Ovide-Clermont,"8,21",Conseil d'arrondissement,Coderre,BELINGA Renée-Chantal,4985
Montréal-Nord,Ovide-Clermont,"8,21",Conseil d'arrondissement,Projet,CASIMIR Stéphanie,3062
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,6
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,6
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,3
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,10
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,9
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,18
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,671
Outremont,Claude-Ryan,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,1605
Outremont,Claude-Ryan,"9,00",Mairie d'arrondissement,Autre,LUSSIER Alexandre,356
Outremont,Claude-Ryan,"9,00",Mairie d'arrondissement,Coalition,MOROZ Ronald,19
Outremont,Claude-Ryan,"9,00",Mairie d'arrondissement,Coderre,POTVIN Marie,500
Outremont,Claude-Ryan,"9,00",Mairie d'arrondissement,Projet,TOMLINSON Philipe,1461
Outremont,Claude-Ryan,"9,10",Conseil d'arrondissement,Autre,RAYMOND Chantal,508
Outremont,Claude-Ryan,"9,10",Conseil d'arrondissement,Coderre,MURRAY Jeremy,449
Outremont,Claude-Ryan,"9,10",Conseil d'arrondissement,Projet,POLLAK Mindy,1186
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,5
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,4
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,2
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,7
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,6
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,14
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,1094
Outremont,Jeanne-Sauvé,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,965
Outremont,Jeanne-Sauvé,"9,00",Mairie d'arrondissement,Autre,LUSSIER Alexandre,424
Outremont,Jeanne-Sauvé,"9,00",Mairie d'arrondissement,Coalition,MOROZ Ronald,10
Outremont,Jeanne-Sauvé,"9,00",Mairie d'arrondissement,Coderre,POTVIN Marie,791
Outremont,Jeanne-Sauvé,"9,00",Mairie d'arrondissement,Projet,TOMLINSON Philipe,865
Outremont,Jeanne-Sauvé,"9,40",Conseil d'arrondissement,Autre,GREMAUD Jacqueline,507
Outremont,Jeanne-Sauvé,"9,40",Conseil d'arrondissement,Coalition,MITCHELL Adrien,18
Outremont,Jeanne-Sauvé,"9,40",Conseil d'arrondissement,Coderre,GÉLINAS-ÉLIE Christine,711
Outremont,Jeanne-Sauvé,"9,40",Conseil d'arrondissement,Projet,MAGINI Fanny,851
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,6
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,12
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,2
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,16
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,12
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,11
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,1041
Outremont,Joseph-Beaubien,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,1522
Outremont,Joseph-Beaubien,"9,00",Mairie d'arrondissement,Autre,LUSSIER Alexandre,670
Outremont,Joseph-Beaubien,"9,00",Mairie d'arrondissement,Coalition,MOROZ Ronald,27
Outremont,Joseph-Beaubien,"9,00",Mairie d'arrondissement,Coderre,POTVIN Marie,635
Outremont,Joseph-Beaubien,"9,00",Mairie d'arrondissement,Projet,TOMLINSON Philipe,1295
Outremont,Joseph-Beaubien,"9,20",Conseil d'arrondissement,Autre,FORGET Céline,1012
Outremont,Joseph-Beaubien,"9,20",Conseil d'arrondissement,Coderre,HABIB William,390
Outremont,Joseph-Beaubien,"9,20",Conseil d'arrondissement,Projet,PATREAU Valérie,1219
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,8
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,6
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,0
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,9
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,8
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,8
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,1054
Outremont,Robert-Bourassa,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,677
Outremont,Robert-Bourassa,"9,00",Mairie d'arrondissement,Autre,LUSSIER Alexandre,320
Outremont,Robert-Bourassa,"9,00",Mairie d'arrondissement,Coalition,MOROZ Ronald,12
Outremont,Robert-Bourassa,"9,00",Mairie d'arrondissement,Coderre,POTVIN Marie,874
Outremont,Robert-Bourassa,"9,00",Mairie d'arrondissement,Projet,TOMLINSON Philipe,576
Outremont,Robert-Bourassa,"9,30",Conseil d'arrondissement,Autre,LECOQ Frédéric,275
Outremont,Robert-Bourassa,"9,30",Conseil d'arrondissement,Coderre,CORBEIL Jean-Marc,818
Outremont,Robert-Bourassa,"9,30",Conseil d'arrondissement,Projet,DESBAILLETS David,665
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,71
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,41
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,66
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,47
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,58
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,146
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4425
Pierrefonds-Roxboro,Bois-de-Liesse,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,4282
Pierrefonds-Roxboro,Bois-de-Liesse,"10,00",Mairie d'arrondissement,Coderre,BEIS Dimitrios (Jim),4273
Pierrefonds-Roxboro,Bois-de-Liesse,"10,00",Mairie d'arrondissement,Projet,DUPONT Hélène,2888
Pierrefonds-Roxboro,Bois-de-Liesse,"10,00",Mairie d'arrondissement,VCM,MCINTYRE Justine,1993
Pierrefonds-Roxboro,Bois-de-Liesse,"10,10",Conseil de Ville,Coderre,LANGEVIN Benoit,3952
Pierrefonds-Roxboro,Bois-de-Liesse,"10,10",Conseil de Ville,Projet,MARTIN Andréanne,3466
Pierrefonds-Roxboro,Bois-de-Liesse,"10,10",Conseil de Ville,VCM,MCCARTY Eric,1657
Pierrefonds-Roxboro,Bois-de-Liesse,"10,11",Conseil d'arrondissement,Coderre,LEROUX Louise,4056
Pierrefonds-Roxboro,Bois-de-Liesse,"10,11",Conseil d'arrondissement,Projet,AUDOIN Alexis,3489
Pierrefonds-Roxboro,Bois-de-Liesse,"10,11",Conseil d'arrondissement,VCM,TROTTIER Roger,1522
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,46
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,22
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,60
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,32
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,26
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,79
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3866
Pierrefonds-Roxboro,Cap-Saint-Jacques,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3941
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,00",Mairie d'arrondissement,Coderre,BEIS Dimitrios (Jim),3645
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,00",Mairie d'arrondissement,Projet,DUPONT Hélène,2845
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,00",Mairie d'arrondissement,VCM,MCINTYRE Justine,1565
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,20",Conseil de Ville,Autre,LABELLE Michael,912
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,20",Conseil de Ville,Coderre,CLÉMENT-TALBOT Catherine,3327
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,20",Conseil de Ville,Projet,STITT Ross,2719
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,20",Conseil de Ville,VCM,DE PAOLI Manuela,1102
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,21",Conseil d'arrondissement,Coderre,GIGNAC Yves,3682
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,21",Conseil d'arrondissement,Projet,PAPADOGIANNIS Peter,3319
Pierrefonds-Roxboro,Cap-Saint-Jacques,"10,21",Conseil d'arrondissement,VCM,SHAFIEI Naghmeh,1040
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,17
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,24
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,9
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,18
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,48
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,70
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3879
Plateau-Mont-Royal,DeLorimier,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,7960
Plateau-Mont-Royal,DeLorimier,"11,00",Mairie d'arrondissement,Coderre,MACKLOVITCH Zach,4077
Plateau-Mont-Royal,DeLorimier,"11,00",Mairie d'arrondissement,Projet,FERRANDEZ Luc,7725
Plateau-Mont-Royal,DeLorimier,"11,20",Conseil de Ville,Coderre,GAUTHIER Linda,3464
Plateau-Mont-Royal,DeLorimier,"11,20",Conseil de Ville,Projet,GIGUÈRE Marianne,8415
Plateau-Mont-Royal,DeLorimier,"11,21",Conseil d'arrondissement,Coderre,SZARAZ Jean-Pierre,3219
Plateau-Mont-Royal,DeLorimier,"11,21",Conseil d'arrondissement,Projet,BLANCO Josefina,8656
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,34
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,27
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,16
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,11
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,20
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,84
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3381
Plateau-Mont-Royal,Jeanne-Mance,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,5196
Plateau-Mont-Royal,Jeanne-Mance,"11,00",Mairie d'arrondissement,Coderre,MACKLOVITCH Zach,3359
Plateau-Mont-Royal,Jeanne-Mance,"11,00",Mairie d'arrondissement,Projet,FERRANDEZ Luc,5216
Plateau-Mont-Royal,Jeanne-Mance,"11,30",Conseil de Ville,Autre,WHYTE Joash,142
Plateau-Mont-Royal,Jeanne-Mance,"11,30",Conseil de Ville,Coalition,RANKIN Deborah,338
Plateau-Mont-Royal,Jeanne-Mance,"11,30",Conseil de Ville,Coderre,DESJARDINS Marc-Antoine,2763
Plateau-Mont-Royal,Jeanne-Mance,"11,30",Conseil de Ville,Projet,NORRIS Alex,5390
Plateau-Mont-Royal,Jeanne-Mance,"11,31",Conseil d'arrondissement,Autre,DIAS Yvan,207
Plateau-Mont-Royal,Jeanne-Mance,"11,31",Conseil d'arrondissement,Coalition,REGAN Terrence,487
Plateau-Mont-Royal,Jeanne-Mance,"11,31",Conseil d'arrondissement,Coderre,LOUREIRO Daniel,2754
Plateau-Mont-Royal,Jeanne-Mance,"11,31",Conseil d'arrondissement,Projet,VILAIN Maeva,5229
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,34
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,20
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,12
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,15
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,24
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,61
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3101
Plateau-Mont-Royal,Mile-End,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6908
Plateau-Mont-Royal,Mile-End,"11,00",Mairie d'arrondissement,Coderre,MACKLOVITCH Zach,3002
Plateau-Mont-Royal,Mile-End,"11,00",Mairie d'arrondissement,Projet,FERRANDEZ Luc,7056
Plateau-Mont-Royal,Mile-End,"11,10",Conseil de Ville,Autre,SUSTAM Halil,279
Plateau-Mont-Royal,Mile-End,"11,10",Conseil de Ville,Coderre,ALMEIDA-CÔTÉ Iris,2628
Plateau-Mont-Royal,Mile-End,"11,10",Conseil de Ville,Projet,RYAN Richard,7171
Plateau-Mont-Royal,Mile-End,"11,11",Conseil d'arrondissement,Coderre,PROPHÈTE Jean David,2367
Plateau-Mont-Royal,Mile-End,"11,11",Conseil d'arrondissement,Projet,PLOURDE Marie,7699
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,20
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,41
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,10
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,33
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,38
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,91
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,6306
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6080
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,00",Mairie d'arrondissement,Coderre,ROULEAU Chantal,7067
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,00",Mairie d'arrondissement,Projet,MERCURI Pietro,5516
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,10",Conseil de Ville,Coderre,GUAY Richard,6306
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,10",Conseil de Ville,Projet,COLIN Daphney,6224
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,11",Conseil d'arrondissement,Autre,LANOUE Alain,358
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,11",Conseil d'arrondissement,Coderre,GUEDES Manuel,6072
Rivière-des-Prairies–Pointe-aux-Trembles,La Pointe-aux-Prairies,"12,11",Conseil d'arrondissement,Projet,CHRISTENSEN Lisa,6104
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,14
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,22
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,7
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,28
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,45
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,98
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5154
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,5479
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"12,00",Mairie d'arrondissement,Coderre,ROULEAU Chantal,6184
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"12,00",Mairie d'arrondissement,Projet,MERCURI Pietro,4568
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"12,20",Conseil de Ville,Coderre,DÉCARIE Suzanne,5947
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"12,20",Conseil de Ville,Projet,LEBOEUF-MCGREGOR Tomy-Richard,4856
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"12,21",Conseil d'arrondissement,Coderre,DÉZIEL Gilles,5768
Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,"12,21",Conseil d'arrondissement,Projet,GELIN Vladimir,5001
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,35
