borough_name,district_name,post_id,post_name,party_group_name,candidate_name,votes
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,44
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,20
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,10
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,25
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,121
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5657
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3757
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"12,00",Mairie d'arrondissement,Coderre,ROULEAU Chantal,5610
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"12,00",Mairie d'arrondissement,Projet,MERCURI Pietro,3929
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"12,30",Conseil de Ville,Coderre,RAPANÀ Giovanni,5740
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"12,30",Conseil de Ville,Projet,PERLERA Hector,3836
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"12,31",Conseil d'arrondissement,Coderre,PIERRE-ANTOINE Nathalie,5733
Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies,"12,31",Conseil d'arrondissement,Projet,DÉSIRÉ Jean-Eddie Jr,3768
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,21
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,18
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,13
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,35
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,36
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,83
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5314
Rosemont–La Petite-Patrie,Marie-Victorin,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,5419
Rosemont–La Petite-Patrie,Marie-Victorin,"13,00",Mairie d'arrondissement,Coderre,GADOURY Marc-André,4820
Rosemont–La Petite-Patrie,Marie-Victorin,"13,00",Mairie d'arrondissement,Projet,CROTEAU François William,6006
Rosemont–La Petite-Patrie,Marie-Victorin,"13,40",Conseil de Ville,Coderre,FORTIN Nathalie,5122
Rosemont–La Petite-Patrie,Marie-Victorin,"13,40",Conseil de Ville,Projet,PAUZÉ Jocelyn,5690
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,35
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,24
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,19
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,26
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,42
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,54
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3660
Rosemont–La Petite-Patrie,Saint-Édouard,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,8748
Rosemont–La Petite-Patrie,Saint-Édouard,"13,00",Mairie d'arrondissement,Coderre,GADOURY Marc-André,2899
Rosemont–La Petite-Patrie,Saint-Édouard,"13,00",Mairie d'arrondissement,Projet,CROTEAU François William,9590
Rosemont–La Petite-Patrie,Saint-Édouard,"13,10",Conseil de Ville,Coderre,HALLAK Jack Y.,2813
Rosemont–La Petite-Patrie,Saint-Édouard,"13,10",Conseil de Ville,Projet,LIMOGES François,9626
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,27
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,28
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,8
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,19
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,52
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,80
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,5157
Rosemont–La Petite-Patrie,Vieux-Rosemont,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,8115
Rosemont–La Petite-Patrie,Vieux-Rosemont,"13,00",Mairie d'arrondissement,Coderre,GADOURY Marc-André,4216
Rosemont–La Petite-Patrie,Vieux-Rosemont,"13,00",Mairie d'arrondissement,Projet,CROTEAU François William,9153
Rosemont–La Petite-Patrie,Vieux-Rosemont,"13,30",Conseil de Ville,Coderre,LAAGAD Mariam,4333
Rosemont–La Petite-Patrie,Vieux-Rosemont,"13,30",Conseil de Ville,Projet,GOSSELIN Christine,9014
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,31
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,23
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,11
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,22
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,22
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,68
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4129
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,7845
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"13,00",Mairie d'arrondissement,Coderre,GADOURY Marc-André,3517
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"13,00",Mairie d'arrondissement,Projet,CROTEAU François William,8526
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"13,20",Conseil de Ville,Coderre,MCKAY Scott,3928
Rosemont–La Petite-Patrie,Étienne-Desmarteau,"13,20",Conseil de Ville,Projet,WATT Stéphanie,8113
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,97
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,46
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,57
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,27
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,24
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,146
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,6368
Saint-Laurent,Côte-de-Liesse,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3873
Saint-Laurent,Côte-de-Liesse,"14,00",Mairie d'arrondissement,Coderre,DESOUSA Alan,7272
Saint-Laurent,Côte-de-Liesse,"14,00",Mairie d'arrondissement,Projet,CHÉNIER-JONES Nora,3302
Saint-Laurent,Côte-de-Liesse,"14,10",Conseil de Ville,Coderre,MIELE Francesco,7171
Saint-Laurent,Côte-de-Liesse,"14,10",Conseil de Ville,Projet,FARAH Salman,3314
Saint-Laurent,Côte-de-Liesse,"14,11",Conseil d'arrondissement,Autre,BONENFANT Mario,501
Saint-Laurent,Côte-de-Liesse,"14,11",Conseil d'arrondissement,Coderre,COHEN Jacques,6680
Saint-Laurent,Côte-de-Liesse,"14,11",Conseil d'arrondissement,Projet,RIVERA Julio,3323
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,84
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,36
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,40
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,55
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,35
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,176
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4823
Saint-Laurent,Norman-McLaren,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3432
Saint-Laurent,Norman-McLaren,"14,00",Mairie d'arrondissement,Coderre,DESOUSA Alan,5605
Saint-Laurent,Norman-McLaren,"14,00",Mairie d'arrondissement,Projet,CHÉNIER-JONES Nora,3061
Saint-Laurent,Norman-McLaren,"14,20",Conseil de Ville,Coderre,SALEM Aref,4887
Saint-Laurent,Norman-McLaren,"14,20",Conseil de Ville,Projet,LAMONTAGNE Julie,3727
Saint-Laurent,Norman-McLaren,"14,21",Conseil d'arrondissement,Autre,GONDAL Jamil Ahmad,204
Saint-Laurent,Norman-McLaren,"14,21",Conseil d'arrondissement,Coderre,BIRON Michèle D.,4847
Saint-Laurent,Norman-McLaren,"14,21",Conseil d'arrondissement,Projet,HAKIM Rafik,2849
Saint-Laurent,Norman-McLaren,"14,21",Conseil d'arrondissement,VCM,BITAR Elias,695
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,46
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,49
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,14
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,25
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,38
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,111
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4865
Saint-Léonard,Saint-Léonard-Est,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,2889
Saint-Léonard,Saint-Léonard-Est,"15,00",Mairie d'arrondissement,Autre,DI PAOLA Tommaso,421
Saint-Léonard,Saint-Léonard-Est,"15,00",Mairie d'arrondissement,Coderre,BISSONNET Michel,5166
Saint-Léonard,Saint-Léonard-Est,"15,00",Mairie d'arrondissement,Projet,CARON Julie,2399
Saint-Léonard,Saint-Léonard-Est,"15,10",Conseil de Ville,Coderre,LATTANZIO Patricia R.,5351
Saint-Léonard,Saint-Léonard-Est,"15,10",Conseil de Ville,Projet,EL KORBI Arij-Abrar,2582
Saint-Léonard,Saint-Léonard-Est,"15,11",Conseil d'arrondissement,Coderre,TREMBLAY Lili-Anne,4602
Saint-Léonard,Saint-Léonard-Est,"15,11",Conseil d'arrondissement,Projet,CAPUANO Giovanni,3250
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,55
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,55
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,21
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,25
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,27
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,119
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,6017
Saint-Léonard,Saint-Léonard-Ouest,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3735
Saint-Léonard,Saint-Léonard-Ouest,"15,00",Mairie d'arrondissement,Autre,DI PAOLA Tommaso,467
Saint-Léonard,Saint-Léonard-Ouest,"15,00",Mairie d'arrondissement,Coderre,BISSONNET Michel,6485
Saint-Léonard,Saint-Léonard-Ouest,"15,00",Mairie d'arrondissement,Projet,CARON Julie,3096
Saint-Léonard,Saint-Léonard-Ouest,"15,20",Conseil de Ville,Coderre,PERRI Dominic,6632
Saint-Léonard,Saint-Léonard-Ouest,"15,20",Conseil de Ville,Projet,FREJ Oualid,3283
Saint-Léonard,Saint-Léonard-Ouest,"15,21",Conseil d'arrondissement,Autre,ALDONZAR Nickenson,376
Saint-Léonard,Saint-Léonard-Ouest,"15,21",Conseil d'arrondissement,Coderre,BATTISTA Mario,6427
Saint-Léonard,Saint-Léonard-Ouest,"15,21",Conseil d'arrondissement,Projet,DRUELLE Anick,3175
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,50
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,54
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,101
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,23
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,33
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,113
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4650
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6920
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,00",Mairie d'arrondissement,Coderre,MÉRINEAU Denise,3298
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,00",Mairie d'arrondissement,Projet,DORAIS Benoit,8561
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,10",Conseil d'arrondissement,Autre,TSUKALAS Thomas,119
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,10",Conseil d'arrondissement,Coalition,TANOLI Taimur,154
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,10",Conseil d'arrondissement,Coderre,DOYLE Daniel,3763
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,10",Conseil d'arrondissement,Projet,SAUVÉ Craig,7794
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,11",Conseil de Ville,Coderre,PICHER Nicole,3996
Sud-Ouest,Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown,"16,11",Conseil de Ville,Projet,THIÉBAUT Sophie,7808
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,34
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,26
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,14
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,24
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,32
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,94
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3777
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6050
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"16,00",Mairie d'arrondissement,Coderre,MÉRINEAU Denise,2933
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"16,00",Mairie d'arrondissement,Projet,DORAIS Benoit,7006
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"16,20",Conseil d'arrondissement,Coderre,AUDETTE Marc-Antoine,3369
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"16,20",Conseil d'arrondissement,Projet,SIGOUIN Anne-Marie,6553
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"16,21",Conseil de Ville,Coderre,OUAMABIA Claudia Olga,3233
Sud-Ouest,Saint-Paul–Émard–Saint-Henri-Ouest,"16,21",Conseil de Ville,Projet,VAILLANCOURT Alain,6705
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,24
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,15
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,19
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,11
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,18
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,64
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,6271
Verdun,Champlain—L'Île-des-Soeurs,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,5596
Verdun,Champlain—L'Île-des-Soeurs,"17,00",Mairie d'arrondissement,Coderre,PARENTEAU Jean-François,6785
Verdun,Champlain—L'Île-des-Soeurs,"17,00",Mairie d'arrondissement,Projet,CHAPPAZ Michèle,5178
Verdun,Champlain—L'Île-des-Soeurs,"17,10",Conseil de Ville,Coderre,PARENT Marie-Josée,6265
Verdun,Champlain—L'Île-des-Soeurs,"17,10",Conseil de Ville,Projet,PEDRO Nathalie,5582
Verdun,Champlain—L'Île-des-Soeurs,"17,11",Conseil d'arrondissement,Coderre,L'HEUREUX Pierre,6215
Verdun,Champlain—L'Île-des-Soeurs,"17,11",Conseil d'arrondissement,Projet,BOIVIN Jean-Pierre,5623
Verdun,Champlain—L'Île-des-Soeurs,"17,12",Conseil d'arrondissement,Coderre,TREMBLAY Véronique,6264
Verdun,Champlain—L'Île-des-Soeurs,"17,12",Conseil d'arrondissement,Projet,BÉGIN Gabriel,5596
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,29
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,21
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,8
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,15
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,19
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,48
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3808
Verdun,Desmarchais-Crawford,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,6066
Verdun,Desmarchais-Crawford,"17,00",Mairie d'arrondissement,Coderre,PARENTEAU Jean-François,5140
Verdun,Desmarchais-Crawford,"17,00",Mairie d'arrondissement,Projet,CHAPPAZ Michèle,4904
Verdun,Desmarchais-Crawford,"17,20",Conseil de Ville,Coderre,BRUNET Marie-Eve,4203
Verdun,Desmarchais-Crawford,"17,20",Conseil de Ville,Projet,DOWNEY Sterling,5799
Verdun,Desmarchais-Crawford,"17,21",Conseil d'arrondissement,Coderre,GUY Ann,4044
Verdun,Desmarchais-Crawford,"17,21",Conseil d'arrondissement,Projet,GAGNON Luc,5967
Verdun,Desmarchais-Crawford,"17,22",Conseil d'arrondissement,Coderre,ARIAL Tracey,3609
Verdun,Desmarchais-Crawford,"17,22",Conseil d'arrondissement,Projet,MAUGER Marie-Andrée,6388
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,26
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,9
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,5
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,7
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,11
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,96
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,2867
Ville-Marie,Peter-McGill,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,2107
Ville-Marie,Peter-McGill,"18,10",Conseil de Ville,Autre,KILANI Liyousa,38
Ville-Marie,Peter-McGill,"18,10",Conseil de Ville,Coalition,FORTIER Jean,382
Ville-Marie,Peter-McGill,"18,10",Conseil de Ville,Coderre,WONG Cathy,2356
Ville-Marie,Peter-McGill,"18,10",Conseil de Ville,Projet,SHARIFIAN Jabiz,1709
Ville-Marie,Peter-McGill,"18,10",Conseil de Ville,VCM,SHANAHAN Steve,601
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,33
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,13
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,8
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,14
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,23
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,30
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3578
Ville-Marie,Saint-Jacques,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,4347
Ville-Marie,Saint-Jacques,"18,20",Conseil de Ville,Coderre,BERGERON Richard,3642
Ville-Marie,Saint-Jacques,"18,20",Conseil de Ville,Projet,BEAUDRY Robert,4174
Ville-Marie,Saint-Jacques,"18,20",Conseil de Ville,VCM,GAUDREAU Daniel,164
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,24
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,28
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,12
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,19
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,23
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,60
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,2717
Ville-Marie,Sainte-Marie,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,5074
Ville-Marie,Sainte-Marie,"18,30",Conseil de Ville,Coderre,MAINVILLE Pierre,2460
Ville-Marie,Sainte-Marie,"18,30",Conseil de Ville,Projet,PLANTE Valérie,5276
Ville-Marie,Sainte-Marie,"18,30",Conseil de Ville,VCM,URBANOWICZ Artur Adam,145
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,41
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,21
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,13
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,29
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,31
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,88
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3728
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,4669
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"19,00",Mairie d'arrondissement,Coderre,SAMSON Anie,3805
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"19,00",Mairie d'arrondissement,Projet,FUMAGALLI Giuliana,4677
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"19,20",Conseil de Ville,Coderre,DUCHESNE Érika,3443
Villeray–Saint-Michel–Parc-Extension,François-Perrault,"19,20",Conseil de Ville,Projet,OUELLET Sylvain,4998
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,96
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,62
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,58
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,62
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,98
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,297
